,time,clear_sky_rad:W,clear_sky_energy_1h:J,sun_elevation:d,is_day:idx,direct_rad_1h:J,pv_measurement,diffuse_rad_1h:J,pressure_100m:hPa
5130,2019-08-02 19:00:00,28.9,231349.92,3.6365,1.0,172944.4,19.8375,96042.8,1005.5
5131,2019-08-02 20:00:00,0.55,38157.402,-1.4235001,0.25,31824.625,0.0,27446.074,1005.6
5132,2019-08-02 21:00:00,0.0,151.075,-5.30975,0.0,0.0,0.0,366.575,1005.75
5133,2019-08-02 22:00:00,0.0,0.0,-7.762,0.0,0.0,0.0,0.0,1005.75
5134,2019-08-02 23:00:00,0.0,0.0,-8.597,0.0,0.0,0.0,0.0,1005.5
5135,2019-08-03 00:00:00,0.0,0.0,-8.10875,0.0,0.0,0.0,0.0,1005.4
5136,2019-08-03 01:00:00,0.0,0.0,-5.74,0.0,0.0,0.0,0.0,1005.3
5137,2019-08-03 02:00:00,0.0,0.0,-1.92275,0.0,0.0,0.0,0.0,1005.15
5138,2019-08-03 03:00:00,23.8,28504.15,3.08525,1.0,9448.6,1.725,26687.375,1005.025
5139,2019-08-03 04:00:00,98.75,204728.16,8.98075,1.0,58250.1,34.5,101506.15,1004.85
5140,2019-08-03 05:00:00,214.5,555936.1,15.443251,1.0,119852.125,49.1625,223113.86,1004.625
5141,2019-08-03 06:00:00,345.0,1005688.0,22.13525,1.0,108269.15,129.375,354692.97,1004.55
5142,2019-08-03 07:00:00,472.65,1474740.9,28.68825,1.0,100849.42,205.275,503746.03,1004.775
5143,2019-08-03 08:00:00,585.025,1910084.0,34.6765,1.0,179259.5,280.3125,697881.75,1004.7
5144,2019-08-03 09:00:00,672.6,2272411.0,39.5975,1.0,312934.34,381.225,837950.3,1004.6
5145,2019-08-03 10:00:00,728.45,2532169.5,42.901,1.0,471715.75,528.7125,908061.6,1004.3
5146,2019-08-03 11:00:00,748.2,2669160.0,44.111748,1.0,625049.1,546.8249999999999,952138.8,1004.075
5147,2019-08-03 12:00:00,730.525,2672957.5,43.027,1.0,485210.4,533.8874999999999,959167.1,1004.025
5148,2019-08-03 13:00:00,676.625,2543272.8,39.8295,1.0,247784.58,401.925,895431.75,1004.25
5149,2019-08-03 14:00:00,590.7,2289963.5,34.984,1.0,186294.78,354.4875,802993.0,1004.15
5150,2019-08-03 15:00:00,479.5,1932690.4,29.0415,1.0,154113.62,559.7625,693527.25,1003.85
5151,2019-08-03 16:00:00,352.375,1500483.5,22.508251,1.0,167117.72,371.7375,567821.1,1003.625
5152,2019-08-03 17:00:00,221.6,1032055.06,15.81375,1.0,149336.72,213.9,431013.2,1003.325
5153,2019-08-03 18:00:00,104.4,579416.1,9.3295,1.0,80619.08,91.425,262389.16,1003.225
5154,2019-08-03 19:00:00,26.625,220100.5,3.39375,1.0,23691.25,16.3875,118383.875,1003.275
5155,2019-08-03 20:00:00,0.1,33182.477,-1.6717501,0.25,6323.425,0.0,27641.65,1003.2
5156,2019-08-03 21:00:00,0.0,31.3,-5.56325,0.0,0.0,0.0,162.075,1003.15
5157,2019-08-03 22:00:00,0.0,0.0,-8.018,0.0,0.0,0.0,0.0,1003.0
5158,2019-08-03 23:00:00,0.0,0.0,-8.853,0.0,0.0,0.0,0.0,1002.9
5159,2019-08-04 00:00:00,0.0,0.0,-8.366,0.0,0.0,0.0,0.0,1002.825
5160,2019-08-04 01:00:00,0.0,0.0,-5.991,0.0,0.0,0.0,0.0,1002.95
5161,2019-08-04 02:00:00,0.0,0.0,-2.1645,0.0,0.0,0.0,0.0,1002.775
5162,2019-08-04 03:00:00,21.775,25250.898,2.8515,1.0,9912.9,2.5875,23686.25,1002.6
5163,2019-08-04 04:00:00,95.175,194532.4,8.754,1.0,79485.195,31.9125,102612.83,1002.45
5164,2019-08-04 05:00:00,210.325,541697.6,15.220751,1.0,235664.3,110.4,222532.12,1002.125
5165,2019-08-04 06:00:00,340.7,990387.94,21.91325,1.0,368586.7,217.35,360088.44,1002.05
5166,2019-08-04 07:00:00,468.5,1459466.0,28.4625,1.0,448483.66,229.425,523249.38,1002.05
5167,2019-08-04 08:00:00,580.925,1895128.8,34.443253,1.0,657696.9,338.1,657590.56,1001.675
5168,2019-08-04 09:00:00,668.6,2257779.5,39.3535,1.0,1073559.5,575.2875,645408.75,1001.425
5169,2019-08-04 10:00:00,724.45,2517740.0,42.64675,1.0,1603133.5,959.9625,499364.28,1001.05
5170,2019-08-04 11:00:00,744.2,2654752.0,43.850998,1.0,1964429.2,878.025,386728.78,1000.55
5171,2019-08-04 12:00:00,726.4,2658373.0,42.766502,1.0,1733820.1,892.6875,535872.94,1000.275
5172,2019-08-04 13:00:00,672.425,2528326.5,39.57375,1.0,1296771.2,786.6,727196.3,1000.05
5173,2019-08-04 14:00:00,586.35,2274513.5,34.7355,1.0,1225003.1,682.2375,625266.94,999.675
5174,2019-08-04 15:00:00,474.975,1916674.9,28.79875,1.0,1241676.8,495.075,415455.06,999.35
5175,2019-08-04 16:00:00,347.775,1483987.8,22.268002,1.0,1060262.1,293.25,289275.2,998.975
5176,2019-08-04 17:00:00,217.09999,1015469.6,15.5735,1.0,737581.25,158.7,226574.67,998.65
5177,2019-08-04 18:00:00,100.525,563927.1,9.08625,1.0,398518.88,76.7625,171229.7,998.6
5178,2019-08-04 19:00:00,24.375,208852.9,3.1455,1.0,140538.0,14.6625,94565.9,998.95
5179,2019-08-04 20:00:00,0.0,29264.926,-1.92525,0.0,22110.475,0.0,24096.35,999.07495
5180,2019-08-04 21:00:00,0.0,0.0,-5.82175,0.0,0.0,0.0,0.0,999.1
5181,2019-08-04 22:00:00,0.0,0.0,-8.27975,0.0,0.0,0.0,0.0,999.07495
5182,2019-08-04 23:00:00,0.0,0.0,-9.11425,0.0,0.0,0.0,0.0,999.07495
5183,2019-08-05 00:00:00,0.0,0.0,-8.6275,0.0,0.0,0.0,0.0,999.0
5184,2019-08-05 01:00:00,0.0,0.0,-6.245,0.0,0.0,0.0,0.0,998.95
5185,2019-08-05 02:00:00,0.0,0.0,-2.41025,0.0,0.0,0.0,0.0,998.675
5186,2019-08-05 03:00:00,19.775,22009.676,2.6142502,1.0,2099.025,3.45,17806.625,998.57495
5187,2019-08-05 04:00:00,91.575,184423.16,8.52425,1.0,12084.15,23.2875,77396.92,998.35
5188,2019-08-05 05:00:00,206.075,527346.94,14.995,1.0,51655.727,43.125,169355.38,998.05
5189,2019-08-05 06:00:00,336.4,974884.75,21.68825,1.0,134481.2,66.41250000000001,277143.4,998.0
5190,2019-08-05 07:00:00,464.2,1443956.1,28.234,1.0,246719.19,144.9,464134.44,998.0
5191,2019-08-05 08:00:00,576.775,1879920.0,34.20625,1.0,365398.16,188.025,682410.1,997.7
5192,2019-08-05 09:00:00,664.5,2242877.8,39.106,1.0,624006.56,307.05,759978.2,997.45
5193,2019-08-05 10:00:00,720.35,2503020.5,42.388252,1.0,1054442.2,436.425,704712.06,997.125
5194,2019-08-05 11:00:00,740.125,2640032.5,43.58525,1.0,1328817.2,493.35,594542.94,996.65
5195,2019-08-05 12:00:00,722.25,2643454.0,42.5005,1.0,1295684.8,582.1875,594793.56,996.4
5196,2019-08-05 13:00:00,668.1,2513023.0,39.313248,1.0,1277822.8,657.225,621338.8,996.35
5197,2019-08-05 14:00:00,581.85,2258686.2,34.4815,1.0,1379901.9,575.2875,494018.22,995.875
5198,2019-08-05 15:00:00,470.325,1900269.4,28.55025,1.0,1318195.5,442.4625,359936.53,995.35
5199,2019-08-05 16:00:00,343.02502,1467102.2,22.0225,1.0,1068310.8,288.9375,276842.0,994.825
5200,2019-08-05 17:00:00,212.45001,998524.1,15.327499,1.0,739097.4,148.35,216968.2,994.325
5201,2019-08-05 18:00:00,96.525,548191.3,8.8375,1.0,391523.6,70.725,164421.8,994.325
5202,2019-08-05 19:00:00,22.175,197628.77,2.89225,1.0,133527.62,7.7625,89659.1,994.5
5203,2019-08-05 20:00:00,0.0,25722.824,-2.1845,0.0,20114.3,0.0,21982.05,994.4
5204,2019-08-05 21:00:00,0.0,0.0,-6.086,0.0,0.0,0.0,0.0,994.15
5205,2019-08-05 22:00:00,0.0,0.0,-8.546249,0.0,0.0,0.0,0.0,993.875
5206,2019-08-05 23:00:00,0.0,0.0,-9.37975,0.0,0.0,0.0,0.0,993.725
5207,2019-08-06 00:00:00,0.0,0.0,-8.8935,0.0,0.0,0.0,0.0,993.65
5208,2019-08-06 01:00:00,0.0,0.0,-6.50375,0.0,0.0,0.0,0.0,993.6
5209,2019-08-06 02:00:00,0.0,0.0,-2.65975,0.0,0.0,0.0,0.0,993.25
5210,2019-08-06 03:00:00,17.775002,18775.725,2.37425,1.0,13033.625,19.8375,20484.55,992.875
5211,2019-08-06 04:00:00,88.0,174412.03,8.29125,1.0,94198.2,104.3625,95990.375,992.7
5212,2019-08-06 05:00:00,201.8,512896.4,14.766,1.0,303260.84,250.125,194035.62,992.35
5213,2019-08-06 06:00:00,332.0,959184.3,21.460001,1.0,551651.5,421.7625,299363.03,992.075
5214,2019-08-06 07:00:00,459.85,1428214.9,28.00175,1.0,734528.0,613.2375,440637.8,992.075
5215,2019-08-06 08:00:00,572.525,1864460.5,33.966,1.0,1068493.2,764.175,487644.78,991.65
5216,2019-08-06 09:00:00,660.3,2227707.0,38.854248,1.0,1592725.8,877.1625,384225.88,991.1
5217,2019-08-06 10:00:00,716.175,2488012.2,42.12525,1.0,1975819.2,933.225,296994.2,990.55
5218,2019-08-06 11:00:00,735.925,2625002.0,43.3155,1.0,2124667.2,933.225,282231.88,990.0
5219,2019-08-06 12:00:00,717.95,2628201.0,42.23,1.0,2127454.2,891.825,282786.34,989.525
5220,2019-08-06 13:00:00,663.675,2497364.0,39.0475,1.0,2016250.6,769.35,278645.3,989.225
5221,2019-08-06 14:00:00,577.3,2242484.2,34.2225,1.0,1803445.2,604.6125,268597.16,988.7
5222,2019-08-06 15:00:00,465.6,1883476.8,28.2965,1.0,1505497.0,432.975,253022.6,988.225
5223,2019-08-06 16:00:00,338.175,1449831.2,21.77175,1.0,1145542.0,278.5875,232147.6,987.95
5224,2019-08-06 17:00:00,207.75,981225.94,15.07675,1.0,756502.6,157.8375,205227.92,987.725
5225,2019-08-06 18:00:00,92.575,532225.1,8.58375,1.0,387624.56,73.3125,163102.58,987.6
5226,2019-08-06 19:00:00,19.95,186448.78,2.6334999,1.0,124241.52,6.9,89832.32,987.825
5227,2019-08-06 20:00:00,0.0,22180.824,-2.4485002,0.0,16479.25,0.0,21717.824,988.05
5228,2019-08-06 21:00:00,0.0,0.0,-6.3547497,0.0,0.0,0.0,0.0,988.15
5229,2019-08-06 22:00:00,0.0,0.0,-8.81725,0.0,0.0,0.0,0.0,988.0
5230,2019-08-06 23:00:00,0.0,0.0,-9.6502495,0.0,0.0,0.0,0.0,987.95
5231,2019-08-07 00:00:00,0.0,0.0,-9.16375,0.0,0.0,0.0,0.0,988.05
5232,2019-08-07 01:00:00,0.0,0.0,-6.76575,0.0,0.0,0.0,0.0,988.3
5233,2019-08-07 02:00:00,0.0,0.0,-2.91225,0.0,0.0,0.0,0.0,988.3
5234,2019-08-07 03:00:00,15.8,15543.6,2.131,1.0,8685.05,16.3875,13816.199,988.275
5235,2019-08-07 04:00:00,84.375,164509.6,8.055,1.0,71725.55,87.975,73222.85,988.35
5236,2019-08-07 05:00:00,197.475,498358.9,14.5345,1.0,267805.78,119.025,164171.9,988.4
5237,2019-08-07 06:00:00,327.55,943292.9,21.2285,1.0,501250.38,223.3875,270600.1,988.475
5238,2019-08-07 07:00:00,455.475,1412246.2,27.76625,1.0,658458.75,498.525,396771.06,988.675
5239,2019-08-07 08:00:00,568.175,1848752.6,33.722,1.0,856860.25,741.75,506610.3,988.7
5240,2019-08-07 09:00:00,656.05005,2212269.0,38.599,1.0,1075010.5,868.5375,548148.06,988.6
5241,2019-08-07 10:00:00,711.95,2472716.2,41.85825,1.0,1289470.6,921.15,550937.8,988.35
5242,2019-08-07 11:00:00,731.6,2609662.0,43.04075,1.0,1488756.5,914.25,548859.06,987.95
5243,2019-08-07 12:00:00,713.55,2612615.5,41.95425,1.0,1525872.1,890.9625,532735.06,987.925
5244,2019-08-07 13:00:00,659.15,2481349.8,38.776,1.0,1453957.0,766.7625,488463.34,988.0
5245,2019-08-07 14:00:00,572.6,2225909.0,33.958,1.0,1366518.4,614.9625,416998.7,987.75
5246,2019-08-07 15:00:00,460.75,1866299.9,28.038,1.0,1077369.2,434.7,383211.3,987.6
5247,2019-08-07 16:00:00,333.25,1432179.1,21.51575,1.0,707726.25,290.6625,355995.25,987.575
5248,2019-08-07 17:00:00,202.9,963583.0,14.820499,1.0,449830.1,138.8625,286489.53,987.85
5249,2019-08-07 18:00:00,88.575,516046.2,8.3245,1.0,219435.83,43.125,193593.7,988.1
5250,2019-08-07 19:00:00,17.75,175332.14,2.3695,1.0,67141.4,10.35,89986.65,988.4
5251,2019-08-07 20:00:00,0.0,18633.7,-2.718,0.0,8154.9746,0.0,19223.426,988.57495
5252,2019-08-07 21:00:00,0.0,0.0,-6.62825,0.0,0.0,0.0,0.0,988.775
5253,2019-08-07 22:00:00,0.0,0.0,-9.09325,0.0,0.0,0.0,0.0,988.9
5254,2019-08-07 23:00:00,0.0,0.0,-9.92475,0.0,0.0,0.0,0.0,988.92505
5255,2019-08-08 00:00:00,0.0,0.0,-9.438,0.0,0.0,0.0,0.0,989.05
5256,2019-08-08 01:00:00,0.0,0.0,-7.03225,0.0,0.0,0.0,0.0,989.25
5257,2019-08-08 02:00:00,0.0,0.0,-3.1685,0.0,0.0,0.0,0.0,989.3
5258,2019-08-08 03:00:00,14.15,13290.375,1.8840001,0.75,857.3,0.0,12381.4,989.225
5259,2019-08-08 04:00:00,80.825,154808.66,7.81575,1.0,7537.925,4.3125,62963.324,989.25
5260,2019-08-08 05:00:00,193.1,483747.88,14.30025,1.0,12393.675,17.25,141645.88,989.3
5261,2019-08-08 06:00:00,323.05,927216.8,20.994751,1.0,9893.1,45.7125,269569.34,989.525
5262,2019-08-08 07:00:00,450.975,1396053.9,27.52775,1.0,17835.1,67.27499999999999,416546.56,989.9
5263,2019-08-08 08:00:00,563.775,1832798.8,33.475,1.0,55951.875,128.51250000000002,554439.9,989.95
5264,2019-08-08 09:00:00,651.675,2196565.0,38.33975,1.0,139093.05,310.5,705915.25,990.05
5265,2019-08-08 10:00:00,707.625,2457133.8,41.586998,1.0,233141.67,232.875,836133.75,990.15
5266,2019-08-08 11:00:00,727.225,2594013.0,42.76175,1.0,496702.62,316.5375,837444.2,990.15
5267,2019-08-08 12:00:00,709.1,2596698.2,41.674248,1.0,627129.7,282.0375,785294.2,990.25
5268,2019-08-08 13:00:00,654.525,2464982.2,38.5,1.0,509199.6,388.9875,783131.25,990.8
5269,2019-08-08 14:00:00,567.8,2208962.8,33.68875,1.0,481568.8,283.7625,700335.5,991.15
5270,2019-08-08 15:00:00,455.775,1848741.5,27.77375,1.0,364578.94,313.0875,565255.1,991.35
5271,2019-08-08 16:00:00,328.2,1414150.6,21.25475,1.0,223527.83,161.2875,461455.22,991.825
5272,2019-08-08 17:00:00,198.025,945603.56,14.5595,1.0,115945.92,84.525,321678.72,992.25
5273,2019-08-08 18:00:00,84.55,499673.22,8.0605,1.0,21253.375,27.6,178253.05,992.7
5274,2019-08-08 19:00:00,15.599999,164296.9,2.101,1.0,3798.275,0.8625,76169.15,993.325
5275,2019-08-08 20:00:00,0.0,15074.85,-2.992,0.0,400.15002,0.0,11723.4,993.825
5276,2019-08-08 21:00:00,0.0,0.0,-6.9075,0.0,0.0,0.0,0.0,994.375
5277,2019-08-08 22:00:00,0.0,0.0,-9.374,0.0,0.0,0.0,0.0,994.95
5278,2019-08-08 23:00:00,0.0,0.0,-10.20425,0.0,0.0,0.0,0.0,995.45
5279,2019-08-09 00:00:00,0.0,0.0,-9.71675,0.0,0.0,0.0,0.0,995.85
5280,2019-08-09 01:00:00,0.0,0.0,-7.302,0.0,0.0,0.0,0.0,996.35
5281,2019-08-09 02:00:00,0.0,0.0,-3.4285,0.0,0.0,0.0,0.0,996.8
5282,2019-08-09 03:00:00,12.65,11509.925,1.63375,0.75,0.0,0.0,3623.3,997.05
5283,2019-08-09 04:00:00,77.275,145275.95,7.57375,1.0,0.0,15.525,22303.1,997.3
5284,2019-08-09 05:00:00,188.725,469077.28,14.0625,1.0,268.825,58.65,76780.6,997.4
5285,2019-08-09 06:00:00,318.475,910962.4,20.7575,1.0,7080.125,145.7625,184921.03,997.625
5286,2019-08-09 07:00:00,446.45,1379641.6,27.286499,1.0,48530.273,266.5125,390354.88,998.15
5287,2019-08-09 08:00:00,559.35,1816601.5,33.22425,1.0,129469.05,298.425,536959.7,998.65
5288,2019-08-09 09:00:00,647.25,2180597.5,38.077248,1.0,201640.3,471.7875,612474.3,998.875
5289,2019-08-09 10:00:00,703.2,2441266.2,41.312,1.0,264695.72,519.225,821858.1,998.6
5290,2019-08-09 11:00:00,722.775,2578056.2,42.47825,1.0,565465.06,676.2,852733.44,998.15
5291,2019-08-09 12:00:00,704.5,2580450.2,41.389,1.0,907432.5,483.0,702867.9,997.875
5292,2019-08-09 13:00:00,649.8,2448263.0,38.21925,1.0,876082.0,615.825,665354.5,997.7
5293,2019-08-09 14:00:00,562.875,2191647.2,33.41375,1.0,755192.1,584.775,638440.3,997.55
5294,2019-08-09 15:00:00,450.75,1830805.0,27.50475,1.0,875886.56,390.7125,484653.97,997.15
5295,2019-08-09 16:00:00,323.075,1395750.8,20.9885,1.0,923646.3,247.5375,296223.06,996.4
5296,2019-08-09 17:00:00,193.075,927296.5,14.29325,1.0,663894.44,76.7625,212086.45,995.825
5297,2019-08-09 18:00:00,80.5,483126.25,7.79125,1.0,339433.88,41.4,153929.47,995.55
5298,2019-08-09 19:00:00,13.875,153478.28,1.82675,0.75,107787.25,7.7625,74292.625,995.475
5299,2019-08-09 20:00:00,0.0,12897.05,-3.271,0.0,12605.1,0.0,14851.425,995.25
5300,2019-08-09 21:00:00,0.0,0.0,-7.19075,0.0,0.0,0.0,0.0,994.85
5301,2019-08-09 22:00:00,0.0,0.0,-9.6595,0.0,0.0,0.0,0.0,994.375
5302,2019-08-09 23:00:00,0.0,0.0,-10.48775,0.0,0.0,0.0,0.0,993.925
5303,2019-08-10 00:00:00,0.0,0.0,-9.99875,0.0,0.0,0.0,0.0,993.4
5304,2019-08-10 01:00:00,0.0,0.0,-7.575,0.0,0.0,0.0,0.0,992.9
5305,2019-08-10 02:00:00,0.0,0.0,-3.69125,0.0,0.0,0.0,0.0,992.225
5306,2019-08-10 03:00:00,11.200001,9735.575,1.38125,0.75,864.625,6.9,14423.6,991.375
5307,2019-08-10 04:00:00,73.75,135880.47,7.3289995,1.0,3958.1748,54.3375,98030.2,990.85
5308,2019-08-10 05:00:00,184.25,454361.47,13.8225,1.0,24103.25,129.375,253053.81,990.475
5309,2019-08-10 06:00:00,313.85,894536.1,20.5175,1.0,234758.03,313.95,381571.6,990.125
5310,2019-08-10 07:00:00,441.85,1363013.2,27.04175,1.0,530360.1,551.1374999999999,504025.72,989.85
5311,2019-08-10 08:00:00,554.825,1800163.5,32.97075,1.0,674257.5,439.875,659789.1,989.55
5312,2019-08-10 09:00:00,642.775,2164368.0,37.810753,1.0,844383.2,234.6,753186.8,989.25
5313,2019-08-10 10:00:00,698.7,2425114.8,41.033,1.0,1040935.56,401.0625,712088.9,988.85
5314,2019-08-10 11:00:00,718.25,2561792.8,42.19075,1.0,681272.94,534.75,651596.0,988.5
5315,2019-08-10 12:00:00,699.875,2563873.0,41.09925,1.0,131983.9,326.8875,550055.56,988.25
5316,2019-08-10 13:00:00,645.0,2431193.5,37.9335,1.0,5530.4253,351.0375,384471.0,988.4
5317,2019-08-10 14:00:00,557.9,2173965.2,33.13425,1.0,1724.1,203.55,327085.94,988.25
5318,2019-08-10 15:00:00,445.59998,1812494.0,27.230751,1.0,2299.325,200.1,374225.2,987.75
5319,2019-08-10 16:00:00,317.825,1376984.9,20.717499,1.0,12468.4,145.7625,411284.3,987.325
5320,2019-08-10 17:00:00,188.025,908671.2,14.022,1.0,72912.25,100.05,356416.62,986.85
5321,2019-08-10 18:00:00,76.525,466426.66,7.51725,1.0,84051.42,46.575,219264.52,986.7
5322,2019-08-10 19:00:00,12.2,142793.33,1.54825,0.75,25114.926,2.5875,79980.55,986.65
5323,2019-08-10 20:00:00,0.0,10917.725,-3.5549998,0.0,2703.95,0.0,12209.1,986.45
5324,2019-08-10 21:00:00,0.0,0.0,-7.479,0.0,0.0,0.0,0.0,986.175
5325,2019-08-10 22:00:00,0.0,0.0,-9.9495,0.0,0.0,0.0,0.0,985.8
5326,2019-08-10 23:00:00,0.0,0.0,-10.7755,0.0,0.0,0.0,0.0,985.55
5327,2019-08-11 00:00:00,0.0,0.0,-10.285,0.0,0.0,0.0,0.0,985.275
5328,2019-08-11 01:00:00,0.0,0.0,-7.85225,0.0,0.0,0.0,0.0,985.075
5329,2019-08-11 02:00:00,0.0,0.0,-3.9575,0.0,0.0,0.0,0.0,984.775
5330,2019-08-11 03:00:00,9.75,7962.325,1.12525,0.75,1233.375,1.725,13953.176,984.475
5331,2019-08-11 04:00:00,70.25,126628.125,7.081,1.0,31548.375,62.1,92023.33,984.25
5332,2019-08-11 05:00:00,179.775,439615.5,13.578751,1.0,201701.94,81.9375,192535.25,984.0
5333,2019-08-11 06:00:00,309.15002,877945.0,20.2745,1.0,434742.25,165.6,271307.9,983.7
5334,2019-08-11 07:00:00,437.175,1346172.9,26.7945,1.0,605731.94,238.9125,367774.94,983.7
5335,2019-08-11 08:00:00,550.2,1783487.2,32.71375,1.0,832299.4,261.33750000000003,445579.56,983.7
5336,2019-08-11 09:00:00,638.225,2147878.0,37.54075,1.0,1067093.5,769.35,522811.8,983.55
5337,2019-08-11 10:00:00,694.15,2408680.8,40.75025,1.0,1288944.1,906.4875,566542.4,983.2
5338,2019-08-11 11:00:00,713.575,2545224.0,41.899002,1.0,1450532.5,807.3,558326.6,982.95
5339,2019-08-11 12:00:00,695.1,2546967.8,40.8055,1.0,1223887.0,541.65,554386.9,983.05
5340,2019-08-11 13:00:00,640.07495,2413775.5,37.64325,1.0,918013.75,155.25,529581.94,983.4
5341,2019-08-11 14:00:00,552.8,2155919.2,32.85,1.0,780922.0,175.95,476859.56,983.4
5342,2019-08-11 15:00:00,440.3,1793812.0,26.95175,1.0,540758.75,126.7875,432596.8,983.8
5343,2019-08-11 16:00:00,312.525,1357858.8,20.4415,1.0,271283.1,94.0125,383481.53,984.3
5344,2019-08-11 17:00:00,182.925,889737.56,13.7455,1.0,103293.375,91.425,292797.06,984.65
5345,2019-08-11 18:00:00,72.475,449597.16,7.2382503,1.0,39124.2,56.925,185443.3,985.075
5346,2019-08-11 19:00:00,10.525,132240.12,1.265,0.75,15633.05,1.725,76986.33,985.575
5347,2019-08-11 20:00:00,0.0,8936.7,-3.84375,0.0,1241.7,0.0,11739.55,985.85
5348,2019-08-11 21:00:00,0.0,0.0,-7.7714996,0.0,0.0,0.0,0.0,986.25
5349,2019-08-11 22:00:00,0.0,0.0,-10.2435,0.0,0.0,0.0,0.0,986.6
5350,2019-08-11 23:00:00,0.0,0.0,-11.06725,0.0,0.0,0.0,0.0,986.95
5351,2019-08-12 00:00:00,0.0,0.0,-10.575,0.0,0.0,0.0,0.0,987.375
5352,2019-08-12 01:00:00,0.0,0.0,-8.132999,0.0,0.0,0.0,0.0,987.57495
5353,2019-08-12 02:00:00,0.0,0.0,-4.227,0.0,0.0,0.0,0.0,987.55
5354,2019-08-12 03:00:00,8.3,6185.0,0.86625004,0.75,122.575,0.8625,6643.5,987.4
5355,2019-08-12 04:00:00,66.775,117522.58,6.83075,1.0,1713.7,20.7,55107.5,987.4
5356,2019-08-12 05:00:00,175.275,424854.94,13.33325,1.0,12651.35,56.0625,162338.3,987.35
5357,2019-08-12 06:00:00,304.425,861195.75,20.029,1.0,15890.3,30.1875,216358.45,987.325
5358,2019-08-12 07:00:00,432.475,1329124.2,26.543999,1.0,6618.625,47.4375,206388.84,987.55
5359,2019-08-12 08:00:00,545.5,1766575.2,32.4535,1.0,2269.675,144.9,210888.97,987.775
5360,2019-08-12 09:00:00,633.6,2131129.5,37.26775,1.0,952.675,188.025,238108.33,987.85
5361,2019-08-12 10:00:00,689.475,2391965.5,40.4635,1.0,1179.1001,139.725,340370.16,988.1
5362,2019-08-12 11:00:00,708.85,2528350.8,41.60275,1.0,4921.4,79.35,467880.8,988.3
5363,2019-08-12 12:00:00,690.25,2529735.8,40.507,1.0,6746.975,69.0,456293.2,988.575
5364,2019-08-12 13:00:00,635.05,2396011.0,37.348,1.0,3010.15,94.875,368185.5,989.1
5365,2019-08-12 14:00:00,547.6,2137511.5,32.56075,1.0,864.525,94.0125,295367.56,989.575
5366,2019-08-12 15:00:00,434.925,1774763.0,26.668,1.0,467.625,69.8625,219289.97,989.85
5367,2019-08-12 16:00:00,307.075,1338378.0,20.16025,1.0,100.575,34.5,163501.34,990.225
5368,2019-08-12 17:00:00,177.75,870506.0,13.4645,1.0,185.2,6.0375,108949.95,990.6
5369,2019-08-12 18:00:00,68.5,432661.97,6.95475,1.0,187.425,1.725,58424.9,990.9
5370,2019-08-12 19:00:00,8.925,121829.67,0.97675,0.75,22.7,0.0,20751.875,991.35
5371,2019-08-12 20:00:00,0.0,6947.175,-4.137,0.0,0.0,0.0,2225.0,991.675
5372,2019-08-12 21:00:00,0.0,0.0,-8.06875,0.0,0.0,0.0,0.0,991.95
5373,2019-08-12 22:00:00,0.0,0.0,-10.54225,0.0,0.0,0.0,0.0,992.1
5374,2019-08-12 23:00:00,0.0,0.0,-11.363501,0.0,0.0,0.0,0.0,992.15
5375,2019-08-13 00:00:00,0.0,0.0,-10.86875,0.0,0.0,0.0,0.0,992.025
5376,2019-08-13 01:00:00,0.0,0.0,-8.41625,0.0,0.0,0.0,0.0,992.025
5377,2019-08-13 02:00:00,0.0,0.0,-4.4995,0.0,0.0,0.0,0.0,991.85
5378,2019-08-13 03:00:00,7.1,4836.425,0.60475,0.5,0.0,0.0,1713.925,991.55
5379,2019-08-13 04:00:00,63.325,108900.15,6.57725,1.0,13.525,8.625,12132.625,991.4
5380,2019-08-13 05:00:00,170.70001,410095.94,13.085,1.0,405.425,36.225,44500.0,991.375
5381,2019-08-13 06:00:00,299.65,844295.5,19.78075,1.0,2514.425,41.4,93002.8,991.1
5382,2019-08-13 07:00:00,427.675,1311871.5,26.290749,1.0,7824.2246,69.0,184563.3,990.775
5383,2019-08-13 08:00:00,540.8,1749430.4,32.19025,1.0,7225.65,138.0,271822.6,990.85
5384,2019-08-13 09:00:00,628.85,2114124.5,36.991,1.0,1523.95,143.175,262039.97,990.95
5385,2019-08-13 10:00:00,684.75,2374970.5,40.173,1.0,0.0,359.6625,242943.67,991.0
5386,2019-08-13 11:00:00,704.05,2511175.0,41.303,1.0,289.275,407.1,319856.75,991.0
5387,2019-08-13 12:00:00,685.275,2512179.0,40.204,1.0,4623.75,360.525,471862.1,991.075
5388,2019-08-13 13:00:00,629.925,2377902.0,37.048,1.0,15959.25,245.8125,575140.94,991.35
5389,2019-08-13 14:00:00,542.275,2118745.5,32.26675,1.0,14846.65,119.8875,461154.56,991.575
5390,2019-08-13 15:00:00,429.475,1755351.2,26.3795,1.0,3425.35,86.25,247401.7,991.8
5391,2019-08-13 16:00:00,301.55,1318549.2,19.875,1.0,210.975,44.85,135247.83,992.075
5392,2019-08-13 17:00:00,172.525,850987.7,13.17925,1.0,11.075,23.2875,97699.2,992.225
5393,2019-08-13 18:00:00,64.55,415646.8,6.66625,1.0,23.95,3.45,65550.2,992.4
5394,2019-08-13 19:00:00,7.4,111693.3,0.684,0.5,21.8,0.0,23532.85,992.95
